git mailinfo 	git mailinfo 
function supports single 	function supports single 
git series 	git series 
file paths given 	file paths given 
git series 	git series 
file converts git 	file converts git 
patches series 	patches series 
rfc messages suitable 	rfc messages suitable 
parsing git 	parsing git 
mailinfo queues state 	mailinfo queues state 
directory returns 	directory returns 
success failure skip 	success failure skip 
comment lines 	comment lines 
split patches conv 	split patches conv 
callback converts 	callback converts 
mercurial patch 	mercurial patch 
rfc message suitable 	rfc message suitable 
parsing git 	parsing git 
mailinfo mercurial timezone 	mailinfo mercurial timezone 
seconds west 	seconds west 
utc however git 	utc however git 
timezone hours 	timezone hours 
minutes east utc 	minutes east utc 
convert splits 	convert splits 
list files directories 	list files directories 
individual email 	individual email 
patches path paths 	patches path paths 
must file 	must file 
directory formatted according 	directory formatted according 
patch format 	patch format 
split individual email 	split individual email 
patches stored 	patches stored 
state directory patch 	state directory patch 
filename index 	filename index 
padded state 	padded state 
prec digits state 	prec digits state 
cur index 	cur index 
first mail state 	first mail state 
last index 	last index 
last mail keep 	last mail keep 
convert lines 	convert lines 
ending end disable 	ending end disable 
behavior use 	behavior use 
configured setting returns 	configured setting returns 
success failure 	success failure 
setup session applying 	setup session applying 
patches note 	patches note 
since next last 	since next last 
files determine 	files determine 
state session progress 	state session progress 
written last 	written last 
increments patch pointer 	increments patch pointer 
cleans state 	cleans state 
application next 	application next 
patch returns filename 	patch returns filename 
current patch 	current patch 
email refresh write 	email refresh write 
index returns 	index returns 
index differs head 	index differs head 
otherwise unborn 	otherwise unborn 
branch returns entries 	branch returns entries 
index otherwise 	index otherwise 
strbuf provided space 	strbuf provided space 
separated list 	separated list 
files differ appended 	files differ appended 
dies user 	dies user 
friendly message proceed 	friendly message proceed 
resolving problem 	resolving problem 
message overridden state 	message overridden state 
resolvemsg end 	resolvemsg end 
sign need 	sign need 
duplicate text appends 	duplicate text appends 
signoff msg 	signoff msg 
field state parses 	field state parses 
mail git 	mail git 
mailinfo extracting patch 	mailinfo extracting patch 
authorship info 	authorship info 
state msg patch 	state msg patch 
message state 	message state 
author name state 	author name state 
author email 	author email 
state author date 	state author date 
patch author 	patch author 
name email date 	name email date 
respectively patch 	respectively patch 
body written state 	body written state 
directory patch 	directory patch 
file returns patch 	file returns patch 
skipped otherwise 	skipped otherwise 
extract message 	extract message 
author information skip 	author information skip 
pine folder 	pine folder 
data sets commit 	data sets commit 
commit hash 	commit hash 
mail generated returns 	mail generated returns 
success failure 	success failure 
sets state msg 	sets state msg 
state author 	state author 
name state author 	name state author 
email state 	email state 
author date commit 	author date commit 
respective info 	respective info 
writes commit patch 	writes commit patch 
state directory 	state directory 
patch file writes 	patch file writes 
diff index 	diff index 
head patch state 	head patch state 
directory patch 	directory patch 
file like 	file like 
parse mail parses 	parse mail parses 
mail looking 	mail looking 
commit directly used 	commit directly used 
rebasing mode 	rebasing mode 
bypass git mailinfo 	bypass git mailinfo 
munging patches 	munging patches 
state orig commit 	state orig commit 
original commit 	original commit 
always patch never 	always patch never 
skipped applies 	skipped applies 
current patch git 	current patch git 
apply returns 	apply returns 
success otherwise index 	success otherwise index 
file patch 	file patch 
applied index allowed 	applied index allowed 
fall back 	fall back 
way merge give 	way merge give 
errors initial 	errors initial 
attempt reload 	attempt reload 
index git apply 	index git apply 
modified builds 	modified builds 
index contains blobs 	index contains blobs 
needed way 	needed way 
merge three way 	merge three way 
merge fake 	merge fake 
ancestor constructed fake 	ancestor constructed fake 
ancestor postimage 	ancestor postimage 
patch state attempt 	patch state attempt 
threeway merge 	threeway merge 
index path temporary 	index path temporary 
index list 	index list 
paths needed way 	paths needed way 
fallback user 	fallback user 
review extra care 	review extra care 
spot mismerges 	spot mismerges 
wrong depending 	wrong depending 
picked orig may 	picked orig may 
wildly different 	wildly different 
wildly different changes 	wildly different changes 
parts patch 	parts patch 
touch recursive ends 	touch recursive ends 
canceling saying 	canceling saying 
reverted changes commits 	reverted changes commits 
current index 	current index 
state msg commit 	state msg commit 
message state 	message state 
author name state 	author name state 
author email 	author email 
state author date 	state author date 
author information 	author information 
validates state resuming 	validates state resuming 
msg authorship 	msg authorship 
fields must filled 	fields must filled 
interactively prompt 	interactively prompt 
user whether 	user whether 
current patch applied 	current patch applied 
returns user 	returns user 
chooses apply patch 	chooses apply patch 
user chooses 	user chooses 
skip translators make 	skip translators make 
sure include 	sure include 
translation program accept 	translation program accept 
english input 	english input 
point applies queued 	point applies queued 
mail resume 	mail resume 
resuming msg authorship 	resuming msg authorship 
fields well 	fields well 
state directory patch 	state directory patch 
file used 	file used 
applying patch committing 	applying patch committing 
mail skipped 	mail skipped 
applying patch earlier 	applying patch earlier 
merging result 	merging result 
may produced 	may produced 
rebasing mode caller 	rebasing mode caller 
take care 	take care 
housekeeping resume current 	housekeeping resume current 
session patch 	session patch 
application failure user 	application failure user 
hard work 	hard work 
patch application trust 	patch application trust 
commit user 	commit user 
index working performs 	index working performs 
checkout fast 	checkout fast 
forward head remote 	forward head remote 
reset unmerged 	reset unmerged 
entries discarded returns 	entries discarded returns 
success failure 	success failure 
merges index index 	merges index index 
stat info 	stat info 
take precedence merged 	take precedence merged 
returns success 	returns success 
failure clean 	failure clean 
index without touching 	index without touching 
entries modified 	entries modified 
head remote resets 	head remote resets 
rerere merge 	rerere merge 
resolution metadata resume 	resolution metadata resume 
current session 	current session 
skipping current patch 	skipping current patch 
returns safe 	returns safe 
reset head orig 	reset head orig 
head otherwise 	head otherwise 
safe reset head 	safe reset head 
git previously 	git previously 
failed index dirty 	failed index dirty 
head moved 	head moved 
since git previously 	since git previously 
failed aborts 	failed aborts 
current session safe 	current session safe 
parse options 	parse options 
callback validates 	callback validates 
sets opt patch 	sets opt patch 
format corresponding 	format corresponding 
arg ensure valid 	arg ensure valid 
committer ident 	committer ident 
constructed user error 	constructed user error 
feed patches 	feed patches 
session progress mbox 	session progress mbox 
path provided 	path provided 
command line stdin 	command line stdin 
tty user 	tty user 
trying feed patch 	trying feed patch 
standard input 	standard input 
somewhat unreliable stdin 	somewhat unreliable stdin 
could dev 	could dev 
example caller intend 	example caller intend 
feed patch 	feed patch 
wanted unattended 	wanted unattended 
handle stray state 	handle stray state 
directory independent 	directory independent 
run rebasing caller 	run rebasing caller 
take care 	take care 
stray directories annotate.c 	stray directories annotate.c 
argc argv 	argc argv 
prefix args argv 	prefix args argv 
pushl argv 	pushl argv 
push cmd blame 	push cmd blame 
git annotate 	git annotate 
builtin copyright ryan 	builtin copyright ryan 
anderson apple-common-crypto.h 	anderson apple-common-crypto.h 
inlen err encoder 	inlen err encoder 
input output 	input output 
length inlen err 	length inlen err 
decoder input 	decoder input 
output length sec 	output length sec 
encode transform 	encode transform 
create git 	create git 
error check data 	error check data 
create sec 	create sec 
transform attribute git 	transform attribute git 
error check 	error check 
sec transform execute 	sec transform execute 
git error 	git error 
check data length 	check data length 
data bytes 	data bytes 
range make release 	range make release 
release release 	release release 
strlen sec decode 	strlen sec decode 
transform create 	transform create 
git error check 	git error check 
data create 	data create 
sec transform attribute 	sec transform attribute 
git error 	git error 
check sec transform 	check sec transform 
execute git 	execute git 
error check 	error check 
data length data 	data length data 
bytes range 	bytes range 
make release release 	make release release 
release strlen 	release strlen 
suppress inclusion conflicting 	suppress inclusion conflicting 
openssl functions 	openssl functions 
apple type conflicts 	apple type conflicts 
config apple 	config apple 
lion newer apply.c 	lion newer apply.c 
prefix prefix 	prefix prefix 
length newfd unidiff 	length newfd unidiff 
zero known 	zero known 
check index update 	check index update 
index cached 	index cached 
diffstat numstat summary 	diffstat numstat summary 
check apply 	check apply 
apply reverse apply 	apply reverse apply 
reject apply 	reject apply 
verbosely allow 	verbosely allow 
overlap threeway paths 	overlap threeway paths 
fake ancestor 	fake ancestor 
line termination context 	line termination context 
apply usage 	apply usage 
whitespace error squelch 	whitespace error squelch 
whitespace errors 	whitespace errors 
applied fixing patch 	applied fixing patch 
input file 	input file 
root read stdin 	root read stdin 
options option 	options option 
option whitespace option 	option whitespace option 
max change 	max change 
